Director,Duration (mins),Budget (INR Crores),Genre
Sriram Raghavan,128,219.16,Sci-Fi
Vishal Bhardwaj,158,246.43,Thriller
Sanjay Leela Bhansali,140,234.56,Romance
Karan Johar,158,172.81,Sci-Fi
Karan Johar,118,314.03,Fantasy
Prashanth Neel,149,170.42,Crime
S.S. Rajamouli,110,146.81,Thriller
S.S. Rajamouli,144,210.73,Action
Prashanth Neel,156,226.53,Biography
Imtiaz Ali,115,275.79,Fantasy
S.S. Rajamouli,147,309.54,Drama
Anurag Basu,134,473.96,Horror
S.S. Rajamouli,119,199.61,Horror
Mani Ratnam,172,133.6,Musical
Karan Johar,118,132.89,Romance
Zoya Akhtar,129,302.16,Thriller
Sandeep Reddy Vanga,90,302.03,Biography
Sanjay Leela Bhansali,108,394.61,Horror
Sanjay Leela Bhansali,155,87.0,Romance
Rajkumar Hirani,170,161.45,Comedy
Vishal Bhardwaj,168,149.15,Animation
Sanjay Leela Bhansali,106,105.42,Horror
S.S. Rajamouli,168,156.93,Romance
Sriram Raghavan,142,28.28,Action
Vishal Bhardwaj,174,33.22,Biography
Rajkumar Hirani,97,64.12,Action
Lokesh Kanagaraj,97,462.38,Fantasy
Zoya Akhtar,150,455.34,Thriller
Sriram Raghavan,109,210.13,Action
Rajkumar Hirani,104,167.96,Action
Vishal Bhardwaj,135,417.5,Romance
S.S. Rajamouli,141,146.16,Romantic Comedy
Anurag Kashyap,99,139.3,Action
Karan Johar,154,154.7,Fantasy
Vishal Bhardwaj,148,474.19,Crime
Sandeep Reddy Vanga,101,361.48,Drama
Rajkumar Hirani,161,37.11,Sci-Fi
S.S. Rajamouli,97,193.36,Comedy
Mani Ratnam,173,189.83,Musical
Imtiaz Ali,104,347.46,Animation
Imtiaz Ali,109,341.07,Comedy
Sriram Raghavan,172,178.04,Historical
Vishal Bhardwaj,134,471.91,Historical
Kabir Khan,135,112.75,Horror
Lokesh Kanagaraj,136,96.49,Thriller
Mani Ratnam,136,169.96,Romantic Comedy
Anurag Basu,138,286.14,Adventure
Mani Ratnam,109,301.96,Historical
Sriram Raghavan,143,75.4,Action
Vishal Bhardwaj,110,52.24,Horror
Vishal Bhardwaj,154,172.34,Romantic Comedy
Shoojit Sircar,161,410.44,Fantasy
S.S. Rajamouli,139,231.5,Historical
Sanjay Leela Bhansali,164,329.21,Historical
Rajkumar Hirani,108,170.34,Thriller
Mani Ratnam,116,395.39,Thriller
Sriram Raghavan,175,454.04,Romance
Anurag Kashyap,125,74.14,Comedy
Rohit Shetty,119,95.5,Historical
Anurag Basu,179,128.03,Animation
Kabir Khan,93,43.3,Comedy
Shoojit Sircar,119,229.92,Animation
Sandeep Reddy Vanga,137,330.91,Action
Imtiaz Ali,125,475.45,Thriller
Shoojit Sircar,142,89.05,Animation
Anurag Basu,146,400.39,Crime
Imtiaz Ali,98,144.35,Thriller
Sriram Raghavan,180,231.94,Biography
Anurag Kashyap,172,291.34,Sci-Fi
Rohit Shetty,134,145.48,Romantic Comedy
Sriram Raghavan,163,283.98,Musical
Sanjay Leela Bhansali,107,47.74,Sci-Fi
S.S. Rajamouli,107,475.84,Biography
S.S. Rajamouli,91,399.07,Musical
Anurag Kashyap,169,111.66,Historical
Ayan Mukerji,168,105.74,Musical
Shoojit Sircar,138,106.23,Romance
Vishal Bhardwaj,113,60.82,Thriller
Zoya Akhtar,127,27.86,Action
Vishal Bhardwaj,127,46.71,Sci-Fi
Imtiaz Ali,107,388.44,Fantasy
Lokesh Kanagaraj,179,449.12,Fantasy
S.S. Rajamouli,116,246.54,Musical
Atlee,153,481.81,Animation
Vishal Bhardwaj,103,319.48,Historical
Ayan Mukerji,158,235.79,Romance
S.S. Rajamouli,151,320.82,Romantic Comedy
Imtiaz Ali,159,318.42,Historical
Zoya Akhtar,109,244.57,Crime
Anurag Kashyap,180,412.14,Sci-Fi
Zoya Akhtar,167,253.33,Drama
Rajkumar Hirani,116,253.86,Historical
Rajkumar Hirani,113,119.71,Drama
Atlee,123,61.83,Thriller
Prashanth Neel,135,383.53,Historical
Prashanth Neel,141,471.05,Romantic Comedy
Atlee,103,45.05,Musical
Prashanth Neel,103,340.3,Adventure
Lokesh Kanagaraj,112,431.26,Horror
Rajkumar Hirani,102,62.07,Adventure
S.S. Rajamouli,133,108.77,Drama
Kabir Khan,142,430.51,Biography
Imtiaz Ali,133,110.91,Drama
Zoya Akhtar,172,219.29,Historical
Sanjay Leela Bhansali,140,389.33,Biography
Vishal Bhardwaj,133,306.83,Animation
Shoojit Sircar,100,268.21,Adventure
Sandeep Reddy Vanga,109,406.92,Romantic Comedy
Imtiaz Ali,92,38.15,Fantasy
Sandeep Reddy Vanga,154,201.24,Crime
Vishal Bhardwaj,168,435.68,Romance
Zoya Akhtar,149,344.14,Sci-Fi
Shoojit Sircar,100,486.2,Animation
Sriram Raghavan,101,464.54,Crime
Shoojit Sircar,118,348.35,Biography
S.S. Rajamouli,99,266.57,Crime
S.S. Rajamouli,113,326.29,Comedy
S.S. Rajamouli,96,157.05,Biography
Mani Ratnam,93,88.16,Action
Sriram Raghavan,112,409.74,Sci-Fi
Ayan Mukerji,137,321.25,Thriller
S.S. Rajamouli,100,150.17,Historical
S.S. Rajamouli,114,423.73,Action
Anurag Kashyap,101,161.48,Drama
Atlee,153,454.29,Animation
S.S. Rajamouli,134,287.53,Horror
Vishal Bhardwaj,125,42.92,Horror
Anurag Kashyap,140,301.46,Animation
Atlee,179,499.96,Comedy
Sandeep Reddy Vanga,114,180.86,Sci-Fi
Sanjay Leela Bhansali,131,340.73,Animation
Karan Johar,158,201.3,Romance
Karan Johar,133,397.98,Crime
Anurag Basu,108,378.22,Fantasy
Ayan Mukerji,179,354.66,Horror
Shoojit Sircar,155,353.14,Musical
Sriram Raghavan,137,169.01,Thriller
Kabir Khan,170,344.47,Horror
Imtiaz Ali,144,292.5,Romance
Sriram Raghavan,170,273.48,Comedy
Rohit Shetty,163,392.59,Adventure
Anurag Kashyap,97,133.57,Biography
Zoya Akhtar,143,283.07,Comedy
S.S. Rajamouli,94,168.51,Fantasy
Kabir Khan,114,347.37,Romance
Anurag Kashyap,111,490.28,Action
S.S. Rajamouli,166,373.42,Fantasy
Anurag Kashyap,172,155.3,Adventure
Anurag Basu,96,116.63,Biography
Kabir Khan,162,290.78,Comedy
Shoojit Sircar,124,404.85,Historical
Karan Johar,129,360.08,Musical
Atlee,92,284.76,Romance
Vishal Bhardwaj,117,440.71,Animation
Lokesh Kanagaraj,144,205.66,Biography
Vishal Bhardwaj,120,173.35,Thriller
Rajkumar Hirani,90,181.82,Adventure
Anurag Kashyap,167,59.12,Thriller
Rajkumar Hirani,126,175.63,Drama
Mani Ratnam,157,252.8,Historical
Shoojit Sircar,168,152.32,Animation
Atlee,147,76.14,Fantasy
Rohit Shetty,134,379.99,Animation
Sanjay Leela Bhansali,142,97.79,Romance
Anurag Kashyap,177,448.18,Drama
S.S. Rajamouli,158,470.7,Thriller
Sriram Raghavan,135,120.35,Horror
Anurag Kashyap,138,245.96,Comedy
Imtiaz Ali,106,310.49,Comedy
Kabir Khan,164,244.12,Romantic Comedy
Mani Ratnam,103,324.54,Crime
Ayan Mukerji,145,325.01,Action
Kabir Khan,149,367.85,Thriller
Sanjay Leela Bhansali,126,126.7,Romance
Ayan Mukerji,107,483.71,Biography
Sandeep Reddy Vanga,121,388.66,Action
S.S. Rajamouli,113,377.15,Romantic Comedy
Shoojit Sircar,99,426.67,Comedy
Ayan Mukerji,155,207.36,Historical
Shoojit Sircar,149,486.77,Thriller
Imtiaz Ali,163,465.19,Drama
Sriram Raghavan,95,133.71,Thriller
Prashanth Neel,118,85.19,Crime
Prashanth Neel,118,493.66,Animation
S.S. Rajamouli,112,96.23,Action
Ayan Mukerji,110,162.07,Biography
Rajkumar Hirani,121,381.61,Fantasy
Imtiaz Ali,93,245.75,Sci-Fi
Rohit Shetty,106,73.85,Historical
Karan Johar,159,385.86,Drama
Karan Johar,163,460.16,Comedy
Rajkumar Hirani,144,149.85,Thriller
Vishal Bhardwaj,110,81.85,Action
Sandeep Reddy Vanga,179,497.84,Comedy
Vishal Bhardwaj,97,378.16,Comedy
Kabir Khan,160,63.06,Comedy
Rajkumar Hirani,141,121.72,Biography
Rajkumar Hirani,158,293.98,Crime
Prashanth Neel,109,286.95,Sci-Fi
Ayan Mukerji,142,204.29,Historical
S.S. Rajamouli,98,496.71,Romance
S.S. Rajamouli,114,119.6,Musical
Sriram Raghavan,105,199.14,Adventure
Vishal Bhardwaj,176,246.04,Crime
Kabir Khan,169,259.9,Thriller
Anurag Basu,150,302.03,Action
Imtiaz Ali,165,239.83,Action
Sriram Raghavan,134,468.32,Adventure
Karan Johar,119,273.76,Horror
Rohit Shetty,160,352.6,Fantasy
S.S. Rajamouli,116,47.56,Sci-Fi
Sandeep Reddy Vanga,117,122.43,Drama
Rohit Shetty,174,293.27,Thriller
Rohit Shetty,175,496.49,Action
Kabir Khan,99,209.38,Drama
Sandeep Reddy Vanga,120,497.8,Thriller
Ayan Mukerji,143,286.2,Sci-Fi
S.S. Rajamouli,91,145.91,Historical
Zoya Akhtar,164,20.98,Drama
Sanjay Leela Bhansali,90,468.6,Comedy
Imtiaz Ali,99,339.45,Action
Zoya Akhtar,129,143.58,Sci-Fi
Sanjay Leela Bhansali,111,422.5,Horror
S.S. Rajamouli,139,44.15,Horror
Rajkumar Hirani,170,250.74,Drama
Rohit Shetty,137,497.79,Biography
Karan Johar,120,473.68,Historical
Anurag Kashyap,127,290.28,Romance
Sanjay Leela Bhansali,173,275.83,Animation
Karan Johar,179,248.88,Sci-Fi
Sanjay Leela Bhansali,109,352.83,Thriller
Sriram Raghavan,93,281.76,Drama
Zoya Akhtar,164,461.74,Adventure
Anurag Basu,121,228.36,Historical
S.S. Rajamouli,119,68.21,Animation
Sriram Raghavan,117,453.81,Historical
Vishal Bhardwaj,169,304.72,Animation
Shoojit Sircar,101,489.08,Fantasy
Shoojit Sircar,122,116.16,Action
Imtiaz Ali,133,468.42,Drama
Anurag Kashyap,147,381.69,Adventure
Anurag Kashyap,170,55.52,Animation
Atlee,92,195.54,Romance
Sriram Raghavan,122,239.28,Crime
Shoojit Sircar,114,289.03,Biography
Anurag Kashyap,178,378.61,Comedy
Prashanth Neel,133,155.75,Drama
S.S. Rajamouli,122,188.74,Horror
Rohit Shetty,141,472.97,Romantic Comedy
Lokesh Kanagaraj,168,211.5,Thriller
Kabir Khan,113,297.54,Action
Sandeep Reddy Vanga,168,391.88,Drama
Imtiaz Ali,157,184.21,Drama
Anurag Basu,171,315.47,Adventure
Sandeep Reddy Vanga,127,206.04,Musical
Mani Ratnam,121,327.1,Drama
Sanjay Leela Bhansali,121,274.04,Biography
Imtiaz Ali,119,355.12,Crime
Atlee,177,252.65,Drama
Lokesh Kanagaraj,111,245.31,Romance
Atlee,113,305.81,Adventure
Sandeep Reddy Vanga,125,274.28,Biography
Rohit Shetty,164,32.35,Adventure
Vishal Bhardwaj,107,372.8,Biography
Lokesh Kanagaraj,133,315.68,Biography
Rohit Shetty,124,166.14,Comedy
Atlee,152,165.82,Musical
Anurag Kashyap,146,126.42,Romance
S.S. Rajamouli,147,352.72,Romantic Comedy
Mani Ratnam,140,203.0,Romance
Anurag Kashyap,137,76.77,Thriller
Shoojit Sircar,170,431.2,Action
Anurag Basu,152,291.21,Horror
Anurag Kashyap,149,163.5,Historical
Mani Ratnam,133,366.43,Adventure
Shoojit Sircar,94,256.04,Romantic Comedy
Vishal Bhardwaj,114,399.42,Drama
Anurag Basu,160,168.09,Romance
Imtiaz Ali,179,92.59,Action
Prashanth Neel,96,68.72,Comedy
Anurag Basu,150,389.99,Fantasy
Sandeep Reddy Vanga,157,120.38,Historical
Anurag Basu,141,254.73,Drama
S.S. Rajamouli,97,319.83,Crime
Vishal Bhardwaj,169,481.13,Crime
Shoojit Sircar,114,135.58,Drama
Sanjay Leela Bhansali,128,343.68,Historical
Lokesh Kanagaraj,138,441.0,Action
Anurag Basu,135,385.59,Horror
S.S. Rajamouli,172,86.74,Adventure
Kabir Khan,180,157.64,Historical
S.S. Rajamouli,179,301.3,Comedy
Imtiaz Ali,97,180.9,Romance
S.S. Rajamouli,164,474.1,Musical
Sriram Raghavan,109,269.2,Comedy
Lokesh Kanagaraj,106,89.65,Biography
Rajkumar Hirani,167,231.88,Action
Imtiaz Ali,110,266.73,Romance
Anurag Basu,159,300.67,Fantasy
Ayan Mukerji,142,151.95,Sci-Fi
Sanjay Leela Bhansali,133,210.33,Romance
S.S. Rajamouli,150,270.32,Romantic Comedy
Karan Johar,167,67.61,Biography
Karan Johar,123,307.08,Drama
Zoya Akhtar,130,310.52,Musical
Mani Ratnam,145,312.31,Thriller
Imtiaz Ali,104,236.06,Historical
Rohit Shetty,117,306.01,Biography
S.S. Rajamouli,107,132.28,Sci-Fi
Rajkumar Hirani,93,20.04,Musical
Karan Johar,159,49.93,Fantasy
Rohit Shetty,125,471.82,Drama
S.S. Rajamouli,95,67.46,Comedy
Sanjay Leela Bhansali,174,111.99,Drama
Shoojit Sircar,109,391.75,Sci-Fi
Anurag Basu,100,410.98,Biography
Lokesh Kanagaraj,124,213.06,Crime
Atlee,149,375.8,Musical
Atlee,155,351.24,Animation
Karan Johar,112,373.02,Fantasy
S.S. Rajamouli,173,345.22,Adventure
Mani Ratnam,172,337.16,Musical
Anurag Kashyap,175,199.24,Animation
Ayan Mukerji,130,245.32,Crime
Sandeep Reddy Vanga,176,460.64,Musical
Kabir Khan,139,438.28,Thriller
Kabir Khan,174,36.63,Animation
Mani Ratnam,126,402.16,Action
Rohit Shetty,115,35.69,Historical
Sandeep Reddy Vanga,95,373.32,Historical
S.S. Rajamouli,113,398.31,Musical
Anurag Kashyap,153,454.71,Biography
S.S. Rajamouli,120,420.64,Thriller
Mani Ratnam,170,188.63,Crime
Shoojit Sircar,158,219.53,Historical
Anurag Basu,132,242.51,Adventure
Karan Johar,110,227.55,Fantasy
Shoojit Sircar,176,172.37,Thriller
Sriram Raghavan,152,478.57,Fantasy
Shoojit Sircar,147,138.81,Thriller
Anurag Kashyap,174,296.96,Drama
Karan Johar,122,366.97,Horror
Shoojit Sircar,129,476.51,Biography
Kabir Khan,106,166.49,Musical
Zoya Akhtar,176,239.59,Crime
Shoojit Sircar,134,275.05,Musical
Atlee,177,357.52,Musical
Anurag Kashyap,120,104.39,Drama
Sanjay Leela Bhansali,149,55.9,Sci-Fi
Imtiaz Ali,145,220.02,Comedy
S.S. Rajamouli,140,93.52,Romantic Comedy
Atlee,159,387.17,Horror
Kabir Khan,110,100.44,Adventure
Mani Ratnam,93,339.6,Animation
Rajkumar Hirani,146,138.02,Animation
Lokesh Kanagaraj,130,40.76,Animation
Vishal Bhardwaj,129,36.31,Fantasy
Shoojit Sircar,112,217.23,Historical
Mani Ratnam,160,462.45,Fantasy
Karan Johar,106,420.81,Action
Anurag Basu,146,347.89,Adventure
S.S. Rajamouli,142,117.04,Romantic Comedy
Anurag Basu,130,405.75,Sci-Fi
Kabir Khan,159,194.74,Historical
Sandeep Reddy Vanga,129,115.31,Fantasy
Imtiaz Ali,154,487.24,Comedy
Rohit Shetty,121,131.78,Animation
S.S. Rajamouli,164,333.19,Thriller
Anurag Basu,149,123.48,Comedy
Rohit Shetty,152,393.7,Comedy
Mani Ratnam,167,408.43,Fantasy
Prashanth Neel,122,89.18,Sci-Fi
Rajkumar Hirani,106,291.61,Horror
Rohit Shetty,138,465.93,Fantasy
Sanjay Leela Bhansali,94,179.99,Crime
Kabir Khan,131,28.07,Biography
Anurag Basu,110,37.93,Sci-Fi
Shoojit Sircar,165,366.2,Action
Sanjay Leela Bhansali,120,130.4,Musical
Atlee,146,449.38,Romantic Comedy
Sanjay Leela Bhansali,154,423.2,Sci-Fi
S.S. Rajamouli,179,187.45,Historical
Imtiaz Ali,123,477.36,Romance
Prashanth Neel,151,308.96,Thriller
Zoya Akhtar,161,321.27,Thriller
Sriram Raghavan,134,251.59,Fantasy
Sandeep Reddy Vanga,167,196.39,Romantic Comedy
Sandeep Reddy Vanga,150,358.39,Thriller
Prashanth Neel,118,221.61,Action
S.S. Rajamouli,156,461.13,Action
Karan Johar,107,427.24,Historical
Atlee,173,339.95,Romance
Rajkumar Hirani,110,63.95,Comedy
Shoojit Sircar,99,206.01,Musical
Vishal Bhardwaj,109,441.69,Thriller
Rohit Shetty,162,310.19,Historical
Kabir Khan,148,175.07,Fantasy
Vishal Bhardwaj,143,380.88,Animation
Kabir Khan,129,321.98,Crime
Zoya Akhtar,152,389.66,Romantic Comedy
Lokesh Kanagaraj,153,105.15,Comedy
Rajkumar Hirani,148,217.77,Drama
Shoojit Sircar,174,195.67,Thriller
Ayan Mukerji,131,57.8,Biography
Ayan Mukerji,162,258.31,Sci-Fi
S.S. Rajamouli,108,221.89,Musical
Sanjay Leela Bhansali,92,212.69,Romance
Ayan Mukerji,169,138.58,Romantic Comedy
S.S. Rajamouli,144,327.24,Drama
Imtiaz Ali,152,192.77,Animation
Sandeep Reddy Vanga,131,395.48,Fantasy
Karan Johar,136,387.39,Animation
Vishal Bhardwaj,120,395.81,Comedy
Ayan Mukerji,112,460.14,Historical
Zoya Akhtar,103,175.74,Drama
Rajkumar Hirani,104,186.52,Crime
Mani Ratnam,108,73.67,Fantasy
S.S. Rajamouli,142,137.67,Crime
Sriram Raghavan,102,226.24,Adventure
Imtiaz Ali,124,189.02,Action
Lokesh Kanagaraj,119,302.29,Fantasy
Ayan Mukerji,95,252.76,Romantic Comedy
Mani Ratnam,129,285.89,Horror
Rohit Shetty,138,141.29,Sci-Fi
Prashanth Neel,173,108.55,Biography
Rohit Shetty,102,424.99,Romantic Comedy
Anurag Basu,146,340.18,Crime
Shoojit Sircar,155,206.89,Biography
S.S. Rajamouli,160,37.0,Adventure
Rajkumar Hirani,140,317.77,Comedy
Mani Ratnam,141,224.52,Adventure
Imtiaz Ali,92,388.7,Crime
Kabir Khan,176,170.03,Romantic Comedy
S.S. Rajamouli,116,107.11,Romantic Comedy
Kabir Khan,143,320.63,Crime
Vishal Bhardwaj,99,28.79,Comedy
Sandeep Reddy Vanga,114,88.24,Action
S.S. Rajamouli,136,270.76,Thriller
Prashanth Neel,112,83.75,Horror
Rohit Shetty,175,363.32,Musical
Shoojit Sircar,173,94.85,Romantic Comedy
Rohit Shetty,120,379.22,Adventure
Ayan Mukerji,111,262.97,Fantasy
Zoya Akhtar,163,404.0,Romantic Comedy
Sriram Raghavan,93,48.26,Action
Lokesh Kanagaraj,153,57.73,Animation
Sriram Raghavan,111,326.49,Romance
Sanjay Leela Bhansali,168,294.72,Comedy
Ayan Mukerji,178,413.87,Horror
Zoya Akhtar,153,295.38,Historical
Ayan Mukerji,179,88.06,Thriller
Prashanth Neel,142,121.16,Biography
Zoya Akhtar,150,181.09,Musical
Sriram Raghavan,92,431.13,Comedy
Kabir Khan,130,154.47,Action
Sandeep Reddy Vanga,102,220.98,Drama
Shoojit Sircar,100,338.36,Historical
Zoya Akhtar,103,303.07,Romantic Comedy
Rohit Shetty,180,77.13,Sci-Fi
Anurag Basu,160,249.89,Comedy
Anurag Kashyap,127,205.24,Horror
Ayan Mukerji,172,39.88,Musical
Rajkumar Hirani,118,235.9,Biography
Kabir Khan,143,75.96,Horror
Anurag Kashyap,180,456.76,Musical
Vishal Bhardwaj,108,430.85,Animation
Sanjay Leela Bhansali,168,439.12,Action
Prashanth Neel,93,280.39,Crime
Zoya Akhtar,170,200.62,Musical
Rohit Shetty,103,70.06,Crime
Anurag Basu,165,383.42,Adventure
Sandeep Reddy Vanga,118,421.4,Adventure
Sriram Raghavan,156,190.82,Animation
Prashanth Neel,121,422.22,Biography
Imtiaz Ali,98,159.36,Drama
Shoojit Sircar,131,178.75,Horror
Lokesh Kanagaraj,142,324.83,Animation
Sriram Raghavan,97,421.66,Comedy
Ayan Mukerji,134,71.26,Romantic Comedy
Mani Ratnam,155,34.93,Historical
Sanjay Leela Bhansali,111,88.18,Animation
Lokesh Kanagaraj,152,140.18,Musical
S.S. Rajamouli,107,60.3,Drama
Anurag Basu,176,325.03,Adventure
Karan Johar,94,245.88,Action
Kabir Khan,123,79.72,Biography
S.S. Rajamouli,118,348.09,Horror
Sriram Raghavan,110,378.83,Crime
Anurag Kashyap,94,336.87,Crime
Rajkumar Hirani,116,241.65,Drama
Ayan Mukerji,129,239.41,Romantic Comedy
Anurag Kashyap,176,311.79,Thriller
Imtiaz Ali,101,367.46,Drama
Lokesh Kanagaraj,131,440.88,Biography
Rajkumar Hirani,151,380.06,Adventure
Karan Johar,148,202.91,Fantasy
Rajkumar Hirani,113,489.61,Drama
S.S. Rajamouli,97,256.06,Horror
Kabir Khan,135,234.3,Fantasy
Shoojit Sircar,124,298.32,Fantasy
Sriram Raghavan,179,337.01,Historical
S.S. Rajamouli,139,42.17,Action
Mani Ratnam,148,369.62,Fantasy
Zoya Akhtar,114,497.44,Romance
Karan Johar,150,457.92,Comedy
Zoya Akhtar,122,106.4,Animation
Ayan Mukerji,112,241.87,Crime
Anurag Kashyap,121,335.4,Biography
Mani Ratnam,132,66.34,Horror
Ayan Mukerji,143,42.6,Sci-Fi
Anurag Kashyap,134,152.24,Drama
Sandeep Reddy Vanga,90,280.96,Romantic Comedy
Anurag Kashyap,98,327.4,Animation
Prashanth Neel,103,338.44,Drama
Prashanth Neel,174,332.0,Fantasy
Prashanth Neel,128,483.16,Animation
Atlee,109,134.62,Historical
Rohit Shetty,116,349.24,Fantasy
Atlee,160,473.65,Thriller
Anurag Kashyap,178,306.84,Drama
Sanjay Leela Bhansali,175,375.45,Musical
Prashanth Neel,108,253.12,Comedy
Prashanth Neel,109,244.58,Fantasy
Sanjay Leela Bhansali,122,377.51,Romance
Atlee,97,284.34,Biography
Vishal Bhardwaj,165,303.86,Musical
Anurag Kashyap,104,39.07,Historical
S.S. Rajamouli,172,122.0,Animation
Anurag Kashyap,131,155.88,Horror
Mani Ratnam,156,270.89,Sci-Fi
Zoya Akhtar,127,171.33,Thriller
Sanjay Leela Bhansali,140,50.8,Biography
Ayan Mukerji,101,37.1,Horror
S.S. Rajamouli,117,212.11,Drama
Karan Johar,156,200.61,Historical
Imtiaz Ali,164,320.73,Thriller
Karan Johar,160,219.63,Horror
Anurag Basu,167,342.71,Romantic Comedy
Mani Ratnam,107,239.27,Sci-Fi
S.S. Rajamouli,106,151.15,Comedy
S.S. Rajamouli,147,177.21,Romance
Imtiaz Ali,179,428.92,Musical
Rohit Shetty,100,156.0,Animation
Rohit Shetty,92,339.12,Fantasy
Atlee,157,460.82,Drama
Sanjay Leela Bhansali,156,189.17,Thriller
S.S. Rajamouli,99,307.4,Adventure
Anurag Basu,93,165.49,Action
S.S. Rajamouli,112,64.48,Animation
Prashanth Neel,161,244.86,Adventure
Prashanth Neel,129,298.61,Biography
Kabir Khan,102,486.82,Drama
Rajkumar Hirani,139,396.82,Animation
S.S. Rajamouli,147,259.6,Horror
Kabir Khan,159,121.36,Comedy
Mani Ratnam,94,156.39,Adventure
Karan Johar,97,253.96,Fantasy
Karan Johar,117,258.26,Biography
Atlee,139,282.84,Biography
Lokesh Kanagaraj,149,117.25,Adventure
Anurag Basu,118,449.17,Action
Prashanth Neel,110,240.01,Horror
Zoya Akhtar,173,401.37,Action
Sandeep Reddy Vanga,148,168.4,Musical
Rajkumar Hirani,102,237.22,Crime
S.S. Rajamouli,140,147.01,Animation
Lokesh Kanagaraj,110,236.94,Horror
Mani Ratnam,114,398.35,Historical
Lokesh Kanagaraj,156,36.4,Crime
Rohit Shetty,128,157.42,Horror
Karan Johar,159,444.78,Animation
Karan Johar,96,118.99,Horror
Prashanth Neel,102,323.47,Animation
Sandeep Reddy Vanga,163,333.88,Romantic Comedy
Sriram Raghavan,137,477.05,Historical
Atlee,155,76.49,Adventure
Atlee,169,128.76,Historical
Atlee,143,196.43,Fantasy
Rohit Shetty,92,84.52,Adventure
Anurag Kashyap,167,416.79,Historical
Prashanth Neel,108,298.54,Fantasy
Anurag Kashyap,167,21.62,Sci-Fi
Sriram Raghavan,124,208.37,Crime
S.S. Rajamouli,119,102.66,Historical
Mani Ratnam,106,111.55,Comedy
Sriram Raghavan,106,427.54,Biography
Karan Johar,163,55.79,Adventure
Mani Ratnam,94,454.5,Thriller
S.S. Rajamouli,118,174.47,Romance
Sandeep Reddy Vanga,110,417.92,Horror
Sanjay Leela Bhansali,153,384.11,Drama
Karan Johar,105,360.67,Drama
Lokesh Kanagaraj,103,457.31,Action
Shoojit Sircar,125,423.02,Crime
S.S. Rajamouli,147,252.06,Musical
Shoojit Sircar,130,227.06,Musical
S.S. Rajamouli,96,459.79,Romance
Lokesh Kanagaraj,90,271.19,Animation
S.S. Rajamouli,92,162.56,Biography
S.S. Rajamouli,151,339.53,Horror
Anurag Basu,103,401.61,Romantic Comedy
Sandeep Reddy Vanga,93,284.16,Animation
Vishal Bhardwaj,116,110.49,Crime
S.S. Rajamouli,162,64.24,Horror
Anurag Kashyap,139,101.18,Crime
Lokesh Kanagaraj,144,139.5,Thriller
S.S. Rajamouli,172,133.25,Fantasy
Zoya Akhtar,166,141.52,Musical
S.S. Rajamouli,94,86.26,Biography
Zoya Akhtar,154,405.95,Historical
Rajkumar Hirani,151,453.88,Thriller
Mani Ratnam,171,203.03,Thriller
Atlee,115,485.99,Romantic Comedy
Kabir Khan,111,452.04,Romantic Comedy
Vishal Bhardwaj,166,408.0,Biography
S.S. Rajamouli,120,212.38,Animation
Sriram Raghavan,108,80.59,Adventure
Anurag Kashyap,122,432.67,Romance
Zoya Akhtar,140,112.38,Animation
Karan Johar,168,497.99,Romantic Comedy
Sandeep Reddy Vanga,90,202.27,Musical
Imtiaz Ali,95,122.22,Crime
Rajkumar Hirani,150,477.03,Drama
Shoojit Sircar,96,430.81,Action
Sanjay Leela Bhansali,177,360.92,Animation
Rohit Shetty,141,340.59,Historical
Zoya Akhtar,171,85.5,Drama
S.S. Rajamouli,156,394.59,Romance
Karan Johar,124,469.58,Drama
S.S. Rajamouli,145,24.11,Adventure
Anurag Basu,162,256.2,Thriller
Anurag Basu,92,132.5,Sci-Fi
S.S. Rajamouli,126,173.06,Comedy
Sriram Raghavan,172,433.43,Musical
Kabir Khan,121,268.43,Adventure
Atlee,104,286.61,Romance
Zoya Akhtar,148,316.63,Comedy
Mani Ratnam,126,255.13,Drama
Shoojit Sircar,134,264.3,Romance
S.S. Rajamouli,122,200.35,Sci-Fi
Prashanth Neel,112,427.46,Thriller
Atlee,129,435.64,Sci-Fi
Vishal Bhardwaj,165,205.04,Adventure
Ayan Mukerji,96,230.51,Horror
S.S. Rajamouli,135,372.93,Biography
Rajkumar Hirani,141,157.76,Musical
Sanjay Leela Bhansali,179,297.77,Musical
Prashanth Neel,147,369.79,Crime
S.S. Rajamouli,138,393.81,Romantic Comedy
S.S. Rajamouli,149,87.08,Crime
Atlee,98,142.49,Sci-Fi
Prashanth Neel,159,239.64,Horror
Vishal Bhardwaj,94,490.68,Fantasy
Prashanth Neel,173,381.21,Biography
Lokesh Kanagaraj,171,225.37,Horror
S.S. Rajamouli,96,126.59,Sci-Fi
Sriram Raghavan,99,395.37,Animation
Kabir Khan,115,386.63,Sci-Fi
Sandeep Reddy Vanga,177,249.86,Action
Sriram Raghavan,170,312.95,Drama
Zoya Akhtar,112,298.09,Historical
Anurag Kashyap,94,490.01,Fantasy
Karan Johar,167,327.96,Romantic Comedy
Lokesh Kanagaraj,110,129.7,Comedy
Anurag Kashyap,173,308.88,Thriller
Imtiaz Ali,122,443.23,Biography
Zoya Akhtar,137,115.0,Crime
Sanjay Leela Bhansali,158,449.77,Crime
Sriram Raghavan,120,370.47,Romantic Comedy
Imtiaz Ali,121,128.98,Musical
